,0
359,"Ich habe ein Editions-Etikett aus dem Jahre 1956 , stehe ich voll drauf !"
360,"Aber auch das kindliche "" derzeit-Etikett "" geht voll in Ordnung , hat auch was von retro- und 60er Jahre DDR Märchenwald-Kino ."
361,OK .
362,"Ich stehe voll auf die goldene-Alufolie , diese lässt sich sehr leicht vom Flaschenhals entfernen , ist nicht geklebt ( ein Gruß an die Alufolien meckerer ) ."
363,Mein Biertest .
364,"Ich giesse es ein : zum Vorschein kommt ein sehr helles Bier , hellgelb- hellgold ."
365,"Die Schaumbildung ist normal , eher dezenter als erwartet ."
366,"Die Blume ist wuschig , 5/10 feinporig , 5/10 gemischtporig und großporig ."
367,Die Blume ist fast weiß .
368,Der Geruch ist leicht malzig und man riecht ein Pils .
369,Das Bier ist bestens filtriert .
370,"Der Geschmack : Die Würze und der gute Hopfen kommen gut und geschmacklich sehr angenehm durch , eher dezent weich als herb oder dominant ."
371,"Das Ganze ist sehr süffig , aber nicht der "" überflieger "" wie meist hier bewertet ."
372,"Erstaunt bin ich , das dieses Bier hier auf dem 2. Platz steht ."
373,Ist mir nicht ganz so verständlich .
374,"Für ein 0,33 l Fläschchen eindeutig zu teuer !"
375,"Aber wenn eben die lieben Eltern das Studium bezahlen , ist das teure eben nur gut genug ."
376,Prost !
377,Hab ich's endlich auch mal bekommen .
378,"Viel davon gehört , Spannung enorm , da durchweg positive Meinungen im Bekanntenkreis ."
379,"Eine 0 , 33er Probe "" Zäpfle "" zu nennen ist schon genial ."
380,"Schwarzwaldmädel und Rest des Etiketts kindlich einfach gehalten .... aber Ziel erreicht , das bleibt in Erinnerung irgendwie ."
381,Goldenes Alu um den Hals ....
382,Astrein .
383,"Beim Öffnen ein netter süßlicher Geruch , malzig ."
384,"Läuft hell goldgelb mit super Schaumkrone ins Glas , leicht sprudelnd ."
385,"Im Antrunk dann das , was der Geruch verspricht ."
386,Ausgewogene Kohlensäure sprudelt einen für ein Pils recht süßen Körper herein .
387,Der verabschiedet sich dann lecker hopfigherb im Abgang .
388,Und der Geschmack hält an .
389,Ohne bitter zu werden .
390,Lecker .
391,"Auch wenn ich die herberen Biere bevorzuge , hier geb' ich überzeugte 8 von 10."
392,"Geschmäcker sind halt verschieden , ich find es jetzt nicht so überragend ."
393,"Läuft hellgelb mit kurzlebiger Krone ins Glas , Geruch find ich eher unauffällig ."
394,"Wenig bitter im Antrunk spürt man eine erhebliche Süße , alles recht mild ."
395,"Auch im Abgang erst mal eher unauffällig , später ist dann doch eine angenehme Bitternote zu spüren , die auch recht lang anhält ."
396,Ansonsten recht erfrischend mit ausgewogener Kohlensäure .
397,"Für ein Pils ist es mir zu mild und zu süß , aber allemal noch besser als die Industriebrühe der großen Markenhersteller ."
398,"Die Aufmachung ist mir etwas zu kitschig , auf dem Etikett fehlt eigentlich nur noch die Kuckucksuhr ... 6/10 ist es mir Wert ."
399,Massivst überbewertet .
400,"Das Bier hat eine ganz erhebliche Fülle und Süsse im Körper , wie wir es auch vom Märzen kennen ( fast ä bissle viel für'ä Pils ) und die ergibt mit der Hopfenherbe durchaus ein ganz komplexes Spiel ."
401,"Mir scheint das aber allerdings etwas zu viel und zu unklar , zu voll ."
402,"Und mir bleibt der Eindruck , dass die Herbe im Rothaus-Pils eine zu dumpfe ist ."
403,"In der Fülle des Biers kommt die Herbe ohnehin nicht so prima raus ( daher täusche ich mich vielleicht ) und mir scheint sie auch nicht lebendig , ätherisch und würzig ."
404,"Ich verstehe aber , dass das Zäpfle mit seiner Vollmundigkeit eine ganz angenehme Erscheinung und zu Beginn eine Geschmeidigkeit hat ."
405,Mir ist sie einfach nicht von durchweg bleibendem Wert .
406,Die Qualität halte ich für einwandfrei .
407,In der kleinen Version und richtig schön kalt ist mir das Rothaus-Pils jedenfalls deutlich lieber als in der grossen Pulle .
408,Helles gold gelb mit mischporiger Blume .
409,Es ist klar und blubbert im Glas .
410,Der Geruch ist schön hopfig .
411,Im Gesamt Geschmack ist es hopfig herb und würzig .
412,Im Antrunk Körper und Abgang variiert nur die bittere und im Körper ist ein leichtes malzaroma zu erschmecken .
413,sehr leckeres weit in den Hals raaagendes Pils schmeckt einfach nur gut
414,Sehr gutes Bier
415,Goldgelb und klar mit einer weissen Blume stet das Pils Im Glas .
416,Im Geruch ist es leicht getreidig .
417,Im Geschmack ist ea würzig und schmeck leicht nach Getreide .
418,Ein Bier das man immer wieder gerne Trinkt obwohl man es schon fast als massenbier bezeichen könnte .
419,"Selten , daß man sowas bei uns zu trinken bekommt ."
420,Daher hab ich sofort zu geschlagen .
421,Das Etikett sieht schon mal extravagant aus und fällt auf .
422,"Im Glas ist es hellgelb und blank und der Schaum ist feinporig , hält nicht allzu lang dafür haftet er gut am Glas ."
423,Ich heb das Glas und rieche etwas Getreide .
424,Der erste Schluck erfrischt sofort .
425,Gut gespundete Köhlensäure .
426,Es breitet sich sofort ein weicher Malzgeschmack mit ein wenig Honigaroma im Mund aus .
427,Der Aromahopfen begleitet den Malzkörper hervorragend ( kein Extrakt ) und gibt dem Bier eine schöne frische Herbe Note die lange anhält .
428,Es verbleibt ein weiches Gefühl am Gaumen mit gut ausgewogener herbe .
429,Sehr geschmackvoll und gut ausbalanciert dieses Pils .
430,Gefällt mir .
431,"Ja , ich möchte es auch als vollmundig bezeichnen mit hohem Wiedererkennungswert ."
432,Eines der besseren Pilsener Biere .
433,Klare Trinkempfehlung !
434,Prost .
435,Best Bier
436,Vorsicht !!!
437,Auch dieses elende Gesöff ist mit Hopfenextrakt gebraut !!
438,"Wer so etwas macht hat vor etwas zu verbergen und seinen Gewinn zu maximieren , sonst nichts !!"
439,Prost auf ein ehrliches Bier !
440,"Bei gutem Durst läuft es richtig gut aus der Flasche , sofern die Goldfolie richtig entfernt wurde ."
441,"Kritisch betrachtet , ist das Pils aus Deutschlands höchstgelegener Brauerei im Antrunk schön vollmundig , es folgt ein etwas zu bitterer Mittelteil , während mir der Abgang wiederum gut gefällt ."
442,Irritiert bin ich von den Kommentaren mit Hopfenextrakt-Angaben .
443,"Bei meiner 0,33 l -Flasche mit MHD 04. 02. 16 ist davon nichts zu lesen ."
444,"Unabhängig ob einem das Bier schmeckt , kann ich eine Wanderung zur Brauerei empfehlen ."
445,"Heute mal so ein Fläschchen in die Hände bekommen , die Lust auf meine meist getrunkene Biersorte war da , als aufgemacht ."
446,"Das Aussehen des Etiketts erinnert schon etwas an den altbekannten Kindersaft "" Rotbäckchen "" .... aber erst mal verkosten ."
447,Schönes Malzaroma mit lang stehender Schaumkrone machen große Lust auf den ersten Schluck .
448,Und so kommt es im Antrunk auch daher .
449,"Malz pur . eine schöne glanzfeine goldene Farbe und im Abgang eine leichte Süsse , die natürlich jedes Frauenherz wahrscheinlich höher schlagen läßt ."
450,"Ich jedenfalls hätte gern noch ein weiteres Fläschchen verputzt , schade ."
451,Werde es wieder mal kaufen und meinen nächsten Schwarzwald-Besuch gerne damit schmücken .
452,"Sehr ausgewogen und rund für den Biertrinker , der Jever verabscheut , weil es vielleicht zu bitter ist ."
453,Gutes Pils mit hochwertigen Zutaten und - kein !
454,Hopfenextrakt !
455,"Haha - wusst gar nicht das das Bier einen "" Szene-Ruf "" hat ."
456,"Ich kenns von einem Bekannten der aus der Ecke kommt und mir ist erst vor kurzem aufgefallen , dass es den Stoff jetzt öfter in Getränkemärkten gibt ."
457,Label und grad die Goldfolie in Kombination mit der kleinen Pulle find ich klasse - das Auge trinkt auch mit !
458,"Geschmacklich auch durchaus sehr lecker , Würze und Hopfen kommen ganz gut , aber seh da nix besonderes ."
459,"Find das Bier keinesfalls sehr herb - öfter "" auch "" woanders gelesen ."
460,"Ist klar ein Pils , aber sicher kein besonders herbes ."
461,"Sehr gut trinkbar - allerdings hat es eine klar metallische Note die ich nicht so mag. 7/10 - aber nur "" etwas "" beeinflusst von dem geilen Label und der Goldfolie auf die ich total steh ..."
462,"Das Bier kommt klargelb mit einer doch eher unterdurchschnittlichen , feinporigen Krone daher ."
463,"Im Antrunk leicht hopfig mit Malzzugaben , was dann auch die kernige Würze im Körper ausmacht , die auch den Abgang dominiert ."
464,Irgendwie vom Geschmack her erinnert es mich an die Tannenzapfen auf dem Etikett .
465,"Irgendwie hab ich das Gefühl dass das Bier gut gebraut ist , aber so gar nicht meinen Geschmack trifft ."
466,Bundesweit beliebtes Pils aus dem Schwarzwald .
467,"Schon clever , die 0,33 l -Vichy-Version einfach „ Tannenzäpfle “ zu taufen und mit goldenem Gezatter auszustatten – schon vermuten alle ein Kultgetränk ."
468,"In 0,5 l mit dem schlichten Namen „ Pils “ längst nicht so auffällig ."
469,"Ganz nett , dass sich unter der Goldfolie doch noch ein bedruckter Kronkorken versteckt ."
470,Beim Trinken aus der Flasche nervt das Zeug aber trotzdem .
471,Frisch-herber Pilsgeruch und die tolle Blume machen Lust auf mehr .
472,"Heftiges Prickeln im Glas , Farbe hellgolden ."
473,"Das Bier als archetypisches Pils zu bezeichnen , ist vielleicht ein wenig zu viel des Guten ."
474,"Mir ist es insgesamt zu einseitig bitter , etwas Spülmittel , fast holzig , es fehlt die Getreidenote und das Malz , zumindest ein wenig davon ."
475,"Antrunk ist schön weich , Perlung irgendwie ziemlich schwach ."
476,Erst hintenraus zeigt sich der Charakter des Bieres und das recht elegant und unaufdringlich mit etwas Süße .
477,Trotzdem fehlt mir das gewisse Etwas und ich hätte es gerne wenigstens etwas vollmundiger .
478,Sicher aber eines der besseren Pilsener im Südwesten .
479,"Braune 0,33 l Flasche mit schönem Etikett und Goldfolie am Flaschenhals ."
480,"Im Glas zeigt sich eine hellgelbe , klare Färbung mit dezenter Perlung ."
481,Der Geruch ist malzig / getreidig .
482,Im Antrunk schön würzig und relativ mild .
483,Im Abgang kommt dann der Hopfen zur Geltung .
484,Für mich ein rundum gelungenes Pils .
485,Top .
486,Für ein Pils sehr mild für mein Geschmack .
487,Kann man gut trinken .
488,"Hmm , irgendwie kann ich mich mit dem Tannenzäpfle ja nicht wirklich anfreunden ."
489,In allem eher Durchschnitt für ein Pils .
490,Dazu hat es was leicht metallisches im Geschmack .
491,Kann den Hype nicht nachvollziehen .
492,"Das ist so eine Sache mit den "" Szenebieren "" , gerade in Berlin ."
493,Die Flasche mit dem schönen Etikett ist aus dem Nachtleben kaum wegzudenken .
494,"Vor 15 Jahre trank ich das "" Tannenzäpfle "" mit Begeisterung im Badischen ."
495,Der Eindruck ist heute ein anderer .
496,Das Bier ist weich und typisch düddeutsch im Geschmack .
497,"Süffig und aromatisch , dabei nicht zu schwer ."
498,Allerdings keine Besonderheit .
499,Ein gutes aber eben gewöhnliches Bier .
500,Es fehlt der Kick .
501,Die Süffigkeit lässt mich zum zweiten und dritten Bier greifen .
502,Es bleibt gleich geschmacksruhig und erweist sich als ein Bier zum Vielfachtrinken .
503,Nicht das schlechteste Fazit .
504,Wenig Schaum bleibt übrig bei nen recht hellem Bier .
505,Der feinporige Schaum verfällt schnell .
506,Der Geruch verfällt aber schnell .
507,Der Antrunk ist bittrig .
508,Im Körper ist vollmundig und leicht fruchtig .
509,Der Nachtrunk ist charaktervoll und goldig .
510,"Rundes Bier , aber haut mich auch nicht vom Hocker ."
511,Gerade in der kleinen Flasche kultverdächtig und lässt sich wirklich gut trinken .
512,Ist nur zu schnell leer !
513,Ich hatte das Bier vor kurzem verkostet .
514,Bei uns im Norden gibt es Tannenzäpfle nur bei ganz wenigen zu kaufen .
515,"Also für ein Pils ist es sehr , sehr mild ."
516,Läuft das unter Pils ??
517,Auf jeden Fall schmeckt das Bier gut .
518,Der Geschmack ist feinherb würzig .
519,Der Geruch ist malzig und kräftig .
520,Es ist durchaus zu empfehlen .
521,"Ich bin froh das ich dieses Bier getestet habe , aber für immer , als Stammbier würde ich es nicht nehmen ."
522,Allein schon wegen dem Preis hihi .
523,"Ach so , ein wenig Süß fand ich es auch ."
524,Tja Geschmäcker sind halt verschieden . :-) Fazit : Ein gutes Bier was man zwischendurch trinken kann .
525,LG
526,Ich weis nicht warum soviele Leute diese Bier so positiv bewerten .
527,"Das Label ist gut und die Optik okay , ansonsten sticht das Bier beim Geschmack überhaupt nicht heraus ."
528,"Es schmeckt wie ein Bitburger , Warsteiner ..."
529,Wer was gutes von Rothaus will sollte das Eiszäpfle richtig gut gekühlt probieren .
530,Den Preis finde ich eine Unverschämtheit !
531,"Das Pils in den 0 , 5er Flaschen schmeckt genauso und ist günstger ."
532,"Und wer mit dem schwachsinnigen Argument kommt "" das 0 , 5er steht schneller ab "" , dem kann ich nur entgegnen : Trink lieber Rotwein !"
533,An dem kannst du 5 h rumlutschen .
534,Optik : Das Design ist meiner Meinung nach gelungen und durch das Aluminium am Flaschenhals hebt es sich stark von anderen Bieren ab .
535,Geschmack : Das Rathaus Pils bzw Tannenzäpfle ist ein sehr erfrischendes süffiges bier .
536,Ist ist nicht unangenehm stark würzig oder herb sodass es gut zu trinken ist .
537,Der Nachgeschmack ist ganz leicht sauer was wohl am Hopfenextrakt liegt .
538,Hier dominiert kein Geschmack stark das Bier ist gut abgestimmt .
539,Fazit : Ein sehr gutes Pils das man genießen kann .
540,Es ist nicht zu würzig und sehr süffig .
541,"nikes1988 , bei deiner Bewertung gehe ich voll mit ."
542,Das kann ich quasi genauso wiedergeben .
543,"Übrigens schön , dass sich noch jemand Mühe gibt beim Schreiben ."
544,"Der ein oder andere mit einer "" Schon ganz ok "" - und-das-wars Bewertung kann´s dann auch getrost sein lassen !"
545,"Optik und Haptik : Es sticht heraus , es preist sich an und die Goldfolie suggeriert Edle Herkunft ."
546,Blonde Alte mit zwei Bier in der Hand und Tannenzapfen .
547,Wer will da nicht drauf los trinken ?
548,Das Bier an sich hellgelb und Kristallklar .
549,Der Schaum ist gemischtporig und hält sich einige Minuten .
550,CO2 ist schön perlend im Glas .
551,"Trinkverhalten : Der Geruch ist malzig und ein wenig getreidig , es verspricht klassischen Pilsgeschamck und würziges Aroma ."
552,Fakt .
553,Das Bier ist rundum so wie ein Pils sein sollte .
554,"Schön herb , ich schwanke zwischen 6 und 7. Die Malzwürze ist angenehm aber dominiert nicht ."
555,Im Nachtrunk kommt das Hopfenaroma richtig heraus .
556,Nagut 7 !
557,Hintenheraus macht man sich einiges mit dem Hopfenextrakt kaputt .
558,"Typisch säuerlicher Geschmack , zum Glück nicht vorherrschend ."
559,Deshalb gibt´s Abzug bei der Süffigkeit .
560,"Insgesamt aber ein gutes Pils , meiner Meinung nach jedoch zu Unrecht gehyped und ein paar Plätze weiter unten bei der Bierbasis anzusiedeln ."
561,"Übrigens , ich fahre jedes Jahr einmal am Tettnanger Hopfenfeld vorbei ."
562,Schöne Region ;) Nebenwirkungen : Der säuerliche Geschmack ist von kurzer dauer und geht einem nicht all zu lang auf den Sack .
563,Somit kann man wohl Nebenwirkungsfrei trinken .
564,Aufstoßen : Die Kohlensäure ist gut vertreten und verursacht laute Brüller .
565,"Ein sanftes Pils , könnte mich damit betrinken ."
566,Hab es mir zum Geburtstag mal geholt .
567,"War im Regal unter den Sixpacks das Einzige , welches kein Fruchtbier und / oder Radler war ."
568,"Angesetzt , getrunken und genossen ."
569,Ich finde es echt gut .
570,"Nicht zu bitter , nicht zu mild : Perfekt !"
571,"Nur darf man es nicht zu lange stehen lassen , sonst wirkt es fast doppelt so herb ."
572,"ein Pils , das im Norden eher nicht als Pils verkauft würde , da es viel zu wenig gehopft und außergewöhnlich mild ist , Im Mittelteil etwas Mango und im Abgang kommt dann doch noch etwas Hopfen dazu ..."
573,"Ich mag eher das Eiszäpfle , womit ich hier auch nicht alleine bin ..."
574,"Der klassiker bei Rothaus , auch wenn mir Persönlich das Eiszapferl noch besser geschmeckt und vorallem erfrischt hat ."
575,Aber dieses ist ein sehr leckeres .
576,Endlich auch im Norden ( Lübeck ) zu trinken
577,Ah das Zäpfle .
578,Hochgehypt ohne Ende .
579,"Hier in der Gegend heißt es nur Zäpfle hier , Zäpfle da ... ich habe es schon seit Jahren aus meinem Gaumenbereich verbannt , aber da heut Sonntag ist , und man an der Tanke nun mal keine Gourmettröpfchen bekommt , muss nun mal wieder das Zäpfle herhalten ."
580,"In meiner Jugendzeit hat es durchaus gemundet , wie ich mich erinnere ."
581,Aber irgendwann hatte ich es einfach über und bin auf Fürstenberg als mein Stammbier gewechselt .
582,"Stammwürze liegt bei 12,4 ° P , 5,1 % alc . und 32 Bittereinheiten ."
583,"Wow , ich kenne Exportbiere mit weniger Stammwürze ."
584,Verspricht quasi kräftigen Geschmack für ein Pils .
585,"Nun ja , bla bla , dann mach ich mal die Goldfolie ab und öffne es ."
586,"Geruch ist , wie von der Stammwürze vorauszuahnen , eher malzig und kräftig ."
